type,level,skill,topics,japanese,reading,meaning,part_of_speech,verb_type,transitivity,paired_with,example,example_reading,example_meaning,source,source_ref,tags,notes
expression,N4,vocabulary,,息子,むすこ,(humble) son,noun,,,,息子は大学生です。,むすこはだいがくせいです。,My son is a university student.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,お子さん,おこさん,(someone else's) child (polite),noun,,,,お子さんは何歳ですか。,おこさんはなんさいですか。,How old is your child?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,会場,かいじょう,"venue, meeting place",noun,,,,会場に着きました。,かいじょうにつきました。,I arrived at the venue.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,笑う,わらう,"to laugh, to smile",verb,godan,intransitive,,みんなが笑いました。,みんながわらいました。,Everyone laughed.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,運ぶ,はこぶ,"to transport, to carry",verb,godan,transitive,,荷物を運びます。,にもつをはこびます。,I carry the luggage.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,文学,ぶんがく,literature,noun,,,,文学を勉強します。,ぶんがくをべんきょうします。,I study literature.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,光,ひかり,light,noun,,,,光が見えます。,ひかりがみえます。,I can see light.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,お見舞い,おみまい,"calling on someone who is ill, visit",noun,,,,病院へお見舞いに行きます。,びょういんへおみまいにいきます。,I visit someone in the hospital.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,席,せき,a seat,noun,,,,席に座ります。,せきにすわります。,I sit in my seat.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～様,～さま,"Mr., Mrs., Ms.",suffix,,,,田中様、こちらへどうぞ。,たなかさま、こちらへどうぞ。,"Mr. Tanaka, this way please.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ご存じ,ごぞんじ,"knowing, acquaintance",noun,,,,ご存じですか。,ごぞんじですか。,Do you know?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,下る,さがる,"to descend, to drop, to fall",verb,godan,intransitive,,熱が下がりました。,ねつがさがりました。,My fever went down.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,字,じ,letter; character,noun,,,,字を書きます。,じをかきます。,I write characters.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,アジア,アジア,Asia,noun,,,,アジアを旅行します。,アジアをりょこうします。,I travel around Asia.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,褒める,ほめる,to praise; to say nice things,verb,ichidan,transitive,,先生に褒められました。,せんせいにほめられました。,I was praised by the teacher.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,空く,すく,"to be empty (in reference to people), to be less crowded",verb,godan,intransitive,,電車が空いています。,でんしゃがすいています。,The train is not crowded.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,あ,あ,Ah,interjection,,,,あ、忘れました。,あ、わすれました。,"Ah, I forgot.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,最も,もっとも,most,adverb,,,,最も大切なことです。,もっともたいせつなことです。,It is the most important thing.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,合う,あう,"to fit, to match",verb,godan,intransitive,,この服は私に合います。,このふくはわたしにあいます。,This clothing suits me.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～代,～だい,~ age; period,counter,,,,二十代です。,にじゅうだいです。,I am in my twenties.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,最後,さいご,"last, end",noun,,,,最後まで頑張ります。,さいごまでがんばります。,I will do my best until the end.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,値段,ねだん,price,noun,,,,値段が高いです。,ねだんがたかいです。,The price is expensive.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,退院,たいいんする,leaving hospital,noun,,,,来週、退院します。,らいしゅう、たいいんします。,I will leave the hospital next week.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,展覧会,てんらんかい,exhibition,noun,,,,展覧会に行きます。,てんらんかいにいきます。,I go to the exhibition.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,久しぶり,ひさしぶり,it has been a long time; for the first time in a long time,noun,,,,お久しぶりです。,おひさしぶりです。,It's been a long time.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,カーテン,カーテン,curtain,noun,,,,カーテンを閉めます。,カーテンをしめます。,I close the curtains.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,汽車,きしゃ,train (steam),noun,,,,汽車に乗ります。,きしゃにのります。,I ride the train.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,遅れる,おくれる,to (be) become late,verb,ichidan,intransitive,,電車が遅れました。,でんしゃがおくれました。,The train was late.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,見つかる,みつかる,"to be found (v.i.), to be discovered",verb,godan,intransitive,,鍵が見つかりました。,かぎがみつかりました。,The key was found.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,召し上がる,めしあがる,-- honorific form of 食べる (たべる) and 飲む (のむ) --,verb,godan,transitive,,どうぞ召し上がってください。,どうぞめしあがってください。,Please help yourself.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,太る,ふとる,to gain weight,verb,godan,intransitive,,最近、太りました。,さいきん、ふとりました。,I have gained weight recently.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,注射,ちゅうしゃ,injection,noun,,,,注射をします。,ちゅうしゃをします。,I get an injection.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,様,よう,"way, manner, kind",noun,,,,そのような話は聞いていません。,そのようなはなしはきいていません。,I haven't heard that kind of story.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～おき,～おき,after every ~,suffix,,,,一日おきに運動します。,いちにちおきにうんどうします。,I exercise every other day.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,最初,さいしょ,"beginning, first",noun,,,,最初に自己紹介します。,さいしょにじこしょうかいします。,"First, I will introduce myself.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,御～,ご～,honorable ~,prefix,,,,ご住所を教えてください。,ごじゅうしょをおしえてください。,Please tell me your address.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,安心,あんしん,"peace of mind, relief",noun,,,,安心してください。,あんしんしてください。,Please be assured.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,直る,なおる,to be fixed,verb,godan,intransitive,直す,時計が直りました。,とけいがなおりました。,The clock got fixed.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,集める,あつめる,"to collect, to gather (v.t.), to assemble",verb,ichidan,transitive,,切手を集めます。,きってをあつめます。,I collect stamps.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,直す,なおす,to correct (v.t.); to fix,verb,godan,transitive,,時計を直します。,とけいをなおします。,I fix the clock.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,続く,つづく,to be continued,verb,godan,intransitive,続ける,雨が続いています。,あめがつづいています。,The rain is continuing.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,先輩,せんぱい,senior members of a group,noun,,,,先輩に相談します。,せんぱいにそうだんします。,I consult my senior.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,約束,やくそく,"arrangement, appointment, promise",noun,,,,約束を守ります。,やくそくをまもります。,I keep my promise.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,世話,せわする,looking after; to look after,noun,,,,子供の世話をします。,こどものせわをします。,I take care of the child.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,近所,きんじょ,neighborhood,noun,,,,近所に住んでいます。,きんじょにすんでいます。,I live in the neighborhood.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,将来,しょうらい,(in the) future; prospects,noun,,,,将来の夢は何ですか。,しょうらいのゆめはなんですか。,What is your dream for the future?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,億,おく,hundred million,noun,,,,一億円です。,いちおくえんです。,It's 100 million yen.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,数学,すうがく,mathematics,noun,,,,数学を勉強します。,すうがくをべんきょうします。,I study mathematics.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,文化,ぶんか,culture,noun,,,,日本の文化が好きです。,にほんのぶんかがすきです。,I like Japanese culture.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,払う,はらう,to pay,verb,godan,transitive,,お金を払います。,おかねをはらいます。,I pay money.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,習慣,しゅうかん,custom (in reference to culture),noun,,,,いい習慣です。,いいしゅうかんです。,It's a good habit.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,焼ける,やける,"to burn, to be roasted",verb,ichidan,intransitive,,パンが焼けました。,パンがやけました。,The bread has baked.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,君,きみ,you (informal for men),pronoun,,,,君はどう思う？,きみはどうおもう？,What do you think?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,冷える,ひえる,"to grow cold, to cool down",verb,ichidan,intransitive,,夜は冷えます。,よるはひえます。,It gets cold at night.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,点く,つく,"to be started, to be switched on",verb,godan,intransitive,,電気が点きました。,でんきがつきました。,The light turned on.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,この間,このあいだ,"the other day, recently",adverb,,,,この間、会いました。,このあいだ、あいました。,I met them the other day.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,格好,かっこう,"appearance, manner, shape, form, posture",noun,,,,変な格好をしています。,へんなかっこうをしています。,I'm dressed strangely.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,かまう,かまう,"to mind, to care about, to be concerned about",verb,godan,intransitive,,気にしないでください、かまいません。,きにしないでください、かまいません。,"Don't worry, I don't mind.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,続ける,つづける,"to continue, to keep up",verb,ichidan,transitive,,勉強を続けます。,べんきょうをつづけます。,I continue studying.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,落す,おとす,"to drop, to lose",verb,godan,transitive,,財布を落しました。,さいふをおとしました。,I dropped my wallet.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,明日,あす,tomorrow,noun,,,,明日、会いましょう。,あす、あいましょう。,Let's meet tomorrow.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,出発,しゅっぱつする,departure,noun,,,,九時に出発します。,くじにしゅっぱつします。,We depart at nine o'clock.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,拝見,はいけんする,"(humble) (polite) seeing, look at",verb,irregular,transitive,,資料を拝見します。,しりょうをはいけんします。,I will look at the document.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,割れる,われる,to break,verb,ichidan,intransitive,,コップが割れました。,コップがわれました。,The cup broke.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,背中,せなか,back (of body),noun,,,,背中が痛いです。,せなかがいたいです。,My back hurts.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,新聞社,しんぶんしゃ,newspaper company,noun,,,,新聞社で働いています。,しんぶんしゃではたらいています。,I work at a newspaper company.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,いじめる,いじめる,"to bully, to torment",verb,ichidan,transitive,,弟をいじめないでください。,おとうとをいじめないでください。,Please don't bully my little brother.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,回る、回す,まわる、まわす,"to go around, to revolve",verb,godan,intransitive,,地球が回ります。,ちきゅうがまわります。,The earth revolves.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～君,～くん,"Mr. (junior) ~, master ~",suffix,,,,田中君、こっちに来て。,たなかくん、こっちにきて。,"Tanaka, come here.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,おっしゃる,おっしゃる,-- honorific expression for いう --,verb,godan,transitive,,先生が何かおっしゃいました。,せんせいがなにかおっしゃいました。,The teacher said something.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,眠い,ねむい,"sleepy, drowsy",i-adjective,,,,眠いです。,ねむいです。,I am sleepy.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,濡れる,ぬれる,to get wet,verb,ichidan,intransitive,,服が濡れました。,ふくがぬれました。,My clothes got wet.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,倒れる,たおれる,"to collapse, to break down",verb,ichidan,intransitive,,木が倒れました。,きがたおれました。,The tree fell over.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,スーパー (マーケット),スーパー (マーケット),supermarket,noun,,,,スーパーで買い物します。,スーパーでかいものします。,I shop at the supermarket.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,アクセサリー,アクセサリー,accessory,noun,,,,アクセサリーを買います。,アクセサリーをかいます。,I buy accessories.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,考える,かんがえる,to think (about); to consider,verb,ichidan,transitive,,よく考えます。,よくかんがえます。,I think carefully.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,向かう,むかう,"to face, to go towards",verb,godan,intransitive,,駅に向かいます。,えきにむかいます。,I head towards the station.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,自由,じゆう,freedom,na-adjective,,,,時間が自由です。,じかんがじゆうです。,My time is free.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,仕方,しかた,way (of doing something),noun,,,,仕方がありません。,しかたがありません。,It can't be helped.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,首,くび,neck,noun,,,,首が痛いです。,くびがいたいです。,My neck hurts.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,程,ほど,"degree, extent",noun,,,,それ程遠くないです。,それほどとおくないです。,It's not that far.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,代わり,かわり,"substitute, replacement",noun,,,,私の代わりに行ってください。,わたしのかわりにいってください。,Please go in my place.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,失敗,しっぱい,"failure, mistake",noun,,,,失敗しました。,しっぱいしました。,I failed.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,工業,こうぎょう,(manufacturing) industry,noun,,,,工業が盛んな町です。,こうぎょうがさかんなまちです。,It's a town where industry thrives.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,移る,うつる,to move (from a house); to transfer (from a department); to shift,verb,godan,intransitive,,新しい部屋に移りました。,あたらしいへやにうつりました。,I moved to a new room.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,スーツケース,スーツケース,suitcase,noun,,,,スーツケースを運びます。,スーツケースをはこびます。,I carry the suitcase.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ひげ,ひげ,beard,noun,,,,ひげを剃ります。,ひげをそります。,I shave my beard.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,研究室,けんきゅうしつ,the professor's office; laboratory,noun,,,,研究室で勉強します。,けんきゅうしつでべんきょうします。,I study in the laboratory.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,工場,こうじょう,factory,noun,,,,工場で働いています。,こうじょうではたらいています。,I work at a factory.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,紹介,しょうかい,an introduction,noun,,,,自己紹介をします。,じこしょうかいをします。,I introduce myself.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,けれど,けれど,"but, although",conjunction,,,,忙しいけれど、行きます。,いそがしいけれど、いきます。,"Though I'm busy, I will go.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: けれども
expression,N4,vocabulary,,けれども,けれども,"but, although",conjunction,,,,忙しいけれど、行きます。,いそがしいけれど、いきます。,"Though I'm busy, I will go.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: けれど
expression,N4,vocabulary,,舟,ふね,"ship, boat",noun,,,,舟に乗ります。,ふねにのります。,I get on a boat.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,動く,うごく,to move,verb,godan,intransitive,,電車が動きました。,でんしゃがうごきました。,The train moved.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～(に) ついて,～(に) ついて,"about, concerning",phrase,,,,日本について話します。,にほんについてはなします。,I talk about Japan.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,コンサート,コンサート,concert,noun,,,,コンサートに行きます。,コンサートにいきます。,I go to a concert.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,虫,むし,insect,noun,,,,虫がいます。,むしがいます。,There is a bug.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,優しい,やさしい,"kind (person), gentle (person), easy (problem)",i-adjective,,,,彼は優しいです。,かれはやさしいです。,He is kind.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,コンピュータ,コンピュータ,computer,noun,,,,コンピューターを使います。,コンピューターをつかいます。,I use a computer.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: コンピューター
expression,N4,vocabulary,,コンピューター,コンピューター,computer,noun,,,,コンピューターを使います。,コンピューターをつかいます。,I use a computer.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: コンピュータ
expression,N4,vocabulary,,植える,うえる,to plant,verb,ichidan,transitive,,木を植えます。,きをうえます。,I plant a tree.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,両方,りょうほう,"both sides, both parties",noun,,,,両方好きです。,りょうほうすきです。,I like both.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,汚れる,よごれる,to become dirty,verb,ichidan,intransitive,,服が汚れました。,ふくがよごれました。,My clothes got dirty.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,水泳,すいえい,swimming,noun,,,,水泳が好きです。,すいえいがすきです。,I like swimming.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,経験,けいけんする,experience,noun,,,,いい経験をしました。,いいけいけんをしました。,I had a good experience.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,勝つ,かつ,to win,verb,godan,intransitive,,試合に勝ちました。,しあいにかちました。,I won the match.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,砂,すな,sand,noun,,,,砂で遊びます。,すなであそびます。,I play with sand.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,警察,けいさつ,police; police station,noun,,,,警察に電話します。,けいさつにでんわします。,I call the police.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,取り替える,とりかえる,"to exchange, to replace",verb,ichidan,transitive,,電池を取り替えます。,でんちをとりかえます。,I replace the battery.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,急ぐ,いそぐ,"to hurry, to be in a hurry, to rush",verb,godan,intransitive,,急いでください。,いそいでください。,Please hurry.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,簡単,かんたん,simple,na-adjective,,,,この問題は簡単です。,このもんだいはかんたんです。,This problem is simple.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,参る,まいる,humble expression for 行く and 来る,verb,godan,intransitive,,すぐ参ります。,すぐまいります。,I will come right away.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,全然,ぜんぜん,"not at all; wholly, entirely",adverb,,,,全然分かりません。,ぜんぜんわかりません。,I don't understand at all.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,特別,とくべつ,special,na-adjective,,,,特別な日です。,とくべつなひです。,It's a special day.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,復習,ふくしゅう,"review (of lessons), revision",noun,,,,復習をします。,ふくしゅうをします。,I review my lessons.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,間に合う,まにあう,to be in time for,verb,godan,intransitive,,電車に間に合いました。,でんしゃにまにあいました。,I made it in time for the train.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,役に立つ,やくにたつ,"to be helpful, to be useful",verb,godan,intransitive,,この本は役に立ちます。,このほんはやくにたちます。,This book is useful.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,もうすぐ,もうすぐ,very soon; in a few moments; days,adverb,,,,もうすぐ着きます。,もうすぐつきます。,I will arrive soon.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,真中,まんなか,"middle, center",noun,,,,部屋の真中にいます。,へやのまんなかにいます。,I am in the middle of the room.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,戻る,もどる,to return (v.i.); to come back,verb,godan,intransitive,,家に戻ります。,いえにもどります。,I return home.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,研究,けんきゅう,"study, research, investigation",noun,,,,研究をしています。,けんきゅうをしています。,I am doing research.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ケーキ,ケーキ,cake,noun,,,,ケーキを食べます。,ケーキをたべます。,I eat cake.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,草,くさ,grass,noun,,,,草を刈ります。,くさをかります。,I cut the grass.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,込む,こむ,to be crowded,verb,godan,intransitive,,電車が込んでいます。,でんしゃがこんでいます。,The train is crowded.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,この頃,このごろ,"these days, nowadays",adverb,,,,この頃、忙しいです。,このごろ、いそがしいです。,"These days, I'm busy.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
